0,1,2,3,4,5,6,7,8,9,10,11,12
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,54,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,2,.05,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,71,0,1,0,3,.03,65,1,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.01,54
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,2,.05,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,60,2,.02,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,71,1,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,54,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,0,0,0,1,.03,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,18,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,86,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,4,.0694,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,60,1,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,2,.05,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,27,2,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,1,.01,54,1,.03,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,27,1,.04,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,2,.02,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.01,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,86,0,1,0,2,.03,60,1,0,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.02,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,1,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,1,.01,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,71,0,1,0,1,.01,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,1,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,71,0,1,0,3,.04,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,65,0,1,0,4,.0694,60,0,.01,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,1,.01,52,1,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,2,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.01,56,2,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.01,78,1,.03,86
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,1,.01,54
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,3,.04,52,1,.03,18
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.05,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,2,.04,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.06,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,65,0,1,0,2,.03,36,1,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.02,27,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.02,60,1,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,2,.05,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,56,2,.04,27
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,1,.02,52,2,.04,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.02,56,4,.03,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,2,.04,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,2,.04,65,2,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,56,1,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,65,0,1,0,1,.01,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.04,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,56,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,1,.01,52,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,60,1,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,0,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.01,71,0,1,0,1,.01,56,2,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,86,0,1,0,0,0,0,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,71,0,.02,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.05,60,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,2,.02,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,27,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,60,1,0,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.06,71,1,.03,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,36,1,0,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.06,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.06,52,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,1,.02,56,1,0,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.04,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.06,60,2,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,1,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,1,.01,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,3,.04,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,2,.01,78,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.02,71,0,1,0,0,0,0,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,4,.0694,56,3,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,4,.08,56,2,.04,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,71,0,1,0,2,.02,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,86,0,1,0,2,.01,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,1,.01,71,2,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,65,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,2,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.02,65,2,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.02,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,1,.03,56,1,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,3,.02,65,1,0,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.03,18,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,65,0,1,0,3,.05,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.04,52,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,1,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,65,0,1,0,2,.02,65,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,36,1,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,0,0,0,1,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.09,60,2,.05,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,71,0,1,0,1,.02,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.01,65,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.04,60,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.09,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,1,0,56,1,0,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,18,2,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,0,0,0,1,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,56,1,.06,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,78,0,1,0,0,0,0,3,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.04,78,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.04,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.02,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,86,0,1,0,1,0,0,3,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.05,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.05,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,2,.01,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,3,.02,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,1,.03,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,1,.02,27,1,.03,96
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,2,.06,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.06,56,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,86,0,1,0,1,.02,60,2,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,2,.05,49,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,2,.02,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,4,.04,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.03,60,1,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.03,18,1,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.03,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,65,0,1,0,3,.02,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,71,3,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,2,.04,60,1,.02,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.06,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.05,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.03,60,1,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.06,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.01,60,2,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.01,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,2,.01,65,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,2,.05,60,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,4,.06,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,56,2,.03,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.06,60,1,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,60,4,.05,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,4,.1,52,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,3,.02,60,1,.01,54
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,3,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,0,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,71,0,1,0,2,.02,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.03,65,2,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.05,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,65,1,0,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,1,0,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.04,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.01,60,2,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,60,1,0,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,56,2,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,78,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.03,71,1,.01,52
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,65,0,1,0,2,.01,60,1,.01,52
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,65,4,.0694,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.05,65,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,0,0,0,2,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,71,0,1,0,5,.09,52,2,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.01,65,1,.01,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,4,.0694,60,1,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.03,60,2,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.03,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,4,.06,60,1,0,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.02,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,1,.03,56,1,.01,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,5,.08,60,1,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,2,.05,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,1,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,2,.03,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,65,0,1,0,2,.06,60,1,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,65,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,65,0,1,0,6,.0694,60,1,0,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,2,.06,56,2,.04,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,4,.03,65,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,1,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,71,0,1,0,0,0,0,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,78,0,1,0,1,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,1,.01,56,1,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,1,.02,71,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,0,78,0,1,0,2,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,86,0,1,0,1,.02,78,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,3,.03,56,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,71,0,1,0,2,.05,56,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,1,.01,78,0,1,0,1,.02,56,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.01,56,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,2,.02,60,2,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,0,0,0,0,1,0,1,.03,65,2,.03,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,60,0,1,0,2,.01,60,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,2,.01,71,0,1,0,2,.03,71,0,0,0
402269,0,0,0,0,0,0,0,0,0,0,0,0
