0,1,2,3,4,5,6,7,8,9
402267,0,0,0,0,0,0,2,.0117,65
402268,0,0,0,0,0,0,0,0,0
402260,8,.0444,78,5,.0433,71,1,.0078,56
402261,1,.0061,65,3,.0267,65,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,1,.01,71,3,.04,78
402265,5,.03,78,4,.02,78,3,.04,65
402266,2,.01,78,0,0,0,4,.06,60
402267,0,0,0,0,0,0,4,.1039,56
402268,0,0,0,0,0,0,0,0,0
402260,5,.0244,78,4,.0372,71,2,.0211,78
402261,1,.0044,71,2,.01,78,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,1,.01,71
402265,3,.02,71,2,.04,78,3,.08,65
402266,1,.01,71,0,0,0,2,.05,60
402267,0,0,0,0,0,0,6,.1022,60
402268,0,0,0,0,0,0,0,0,0
402260,3,.0178,86,6,.0367,71,1,.025,78
402261,0,0,0,4,.0272,65,2,.0144,75
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,0,0,0
402265,5,.03,78,7,.04,78,1,.03,56
402266,0,0,0,0,0,0,2,.02,60
402267,0,0,0,0,0,0,5,.0594,56
402268,0,0,0,0,0,0,0,0,0
402260,5,.0261,78,2,.0089,78,1,.0144,56
402261,1,.0072,86,1,.0267,65,2,.0211,51
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,5,.03,90,3,.02,78,1,.01,54
402265,2,.01,78,4,.02,78,5,.12,60
402266,0,0,0,0,0,0,1,.01,60
402267,0,0,0,0,0,0,4,.0639,60
402268,0,0,0,0,0,0,0,0,0
402260,4,.025,78,3,.0411,39,4,.3467,60
402261,0,0,0,1,.0067,60,1,.0089,61
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,0,0,0
402265,5,.03,78,3,.02,71,4,.05,65
402266,4,.02,78,0,0,0,3,.02,60
402267,0,0,0,0,0,0,5,.0789,60
402268,0,0,0,0,0,0,0,0,0
402260,2,.5083,78,5,.0367,71,4,.3378,56
402261,2,.015,71,1,.0061,71,5,.0822,33
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,3,.02,65,3,.01,78
402265,5,.03,78,6,.05,71,4,.06,60
402266,0,0,0,0,0,0,2,.03,36
402267,0,0,0,0,0,0,4,.0439,60
402268,0,0,0,0,0,0,0,0,0
402260,8,.0444,78,4,.0317,71,3,.0667,65
402261,0,0,0,0,0,0,2,.0111,98
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,54,1,.03,18
402265,6,.03,78,6,.05,71,3,.05,60
402266,1,.01,78,0,0,0,4,.03,60
402267,0,0,0,0,0,0,6,.0544,56
402268,0,0,0,0,0,0,0,0,0
402260,3,.015,78,7,.0456,71,2,.0367,56
402261,2,.0133,78,2,.0117,65,1,.0267,20
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,2,.01,78
402265,11,.0694,78,6,.05,71,5,.05,65
402266,0,0,0,0,0,0,1,.01,60
402267,0,0,0,0,0,0,3,.0417,60
402268,0,0,0,0,0,0,0,0,0
402260,13,.0706,78,6,.0589,71,5,.0689,60
402261,0,0,0,1,.0289,65,1,.0222,24
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,1,.01,78,1,.03,78
402265,4,.02,78,6,.04,78,1,.02,65
402266,0,0,0,0,0,0,3,.04,65
402267,0,0,0,0,0,0,6,.0872,60
402268,0,0,0,0,0,0,0,0,0
402260,8,.0533,78,6,.0456,71,1,.0167,32
402261,2,.0111,71,2,.0311,65,2,.0417,26
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,2,.03,60
402265,6,.03,78,5,.03,78,3,.03,52
402266,1,.01,78,0,0,0,1,.03,65
402267,0,0,0,0,0,0,4,.0622,60
402268,0,0,0,0,0,0,0,0,0
402260,5,.0261,71,5,.03,71,4,.05,60
402261,1,.0039,71,1,.0067,81,1,.0044,123
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,3,.02,71,0,0,0
402265,10,.06,78,7,.0694,71,3,.08,65
402266,0,0,0,0,0,0,2,.04,56
402267,0,0,0,0,0,0,1,.0056,60
402268,0,0,0,0,0,0,0,0,0
402260,7,.0467,71,8,.0728,65,2,.0333,65
402261,0,0,0,2,.0161,65,2,.0111,98
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,3,.02,65,2,.04,60
402265,4,.03,78,2,.02,71,1,.01,56
402266,1,.01,78,0,0,0,1,0,56
402267,0,0,0,0,0,0,6,.0856,65
402268,0,0,0,0,0,0,0,0,0
402260,7,.0439,78,5,.0406,78,2,.0561,19
402261,2,.01,78,3,.0156,71,2,.06,18
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,4,.05,65,1,.03,96
402265,10,.06,71,9,.11,65,5,.08,71
402266,0,0,0,0,0,0,3,.05,60
402267,0,0,0,0,0,0,9,.1206,56
402268,0,0,0,0,0,0,0,0,0
402260,5,.0367,78,6,.0339,71,3,.0422,60
402261,0,0,0,3,.0167,71,3,.0544,30
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,2,.02,60,2,.03,60
402265,4,.03,78,6,.06,65,2,.04,65
402266,1,.01,78,0,0,0,1,.02,65
402267,0,0,0,0,0,0,2,.0439,56
402268,0,0,0,0,0,0,0,0,0
402260,11,.0739,71,7,.0989,65,4,.0639,65
402261,1,.0056,78,3,.0206,65,2,.0361,30
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,1,.01,60,3,.02,65
402265,3,.03,78,5,.04,71,5,.0694,65
402266,1,.01,71,0,0,0,4,.0694,46
402267,0,0,0,0,0,0,4,.0461,60
402268,0,0,0,0,0,0,0,0,0
402260,1,.0089,71,6,.0561,65,3,.0417,56
402261,1,.0044,78,1,.005,71,1,.0267,20
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,4,.02,71,3,.05,78
402265,2,.01,71,3,.01,78,4,.0694,65
402266,1,.01,56,0,0,0,2,.02,49
402267,0,0,0,0,0,0,3,.0583,65
402268,0,0,0,0,0,0,0,0,0
402260,8,.0517,78,4,.0456,65,4,.1,60
402261,1,.005,71,2,.0111,65,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,2,.01,65,1,.02,27
402265,6,.04,78,6,.04,71,2,.04,27
402266,2,.01,78,0,0,0,2,.04,27
402267,0,0,0,0,0,0,3,.0383,52
402268,0,0,0,0,0,0,0,0,0
402260,6,.0294,86,4,.0294,65,2,.1022,56
402261,2,.01,78,2,.0128,71,4,.0556,39
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,3,.01,163,2,.01,65,2,.03,78
402265,8,.05,78,5,.04,71,2,.03,60
402266,1,0,71,0,0,0,3,.05,49
402267,0,0,0,0,0,0,3,.0494,56
402268,0,0,0,0,0,0,0,0,0
402260,4,.0239,78,3,.0206,65,5,.06,65
402261,0,0,0,1,.0061,65,1,.0089,61
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,3,.02,60,1,.03,71
402265,4,.02,78,5,.03,71,2,.05,60
402266,1,0,78,0,0,0,2,.03,65
402267,0,0,0,0,0,0,4,.0639,56
402268,0,0,0,0,0,0,0,0,0
402260,8,.0533,86,6,.0472,71,3,.1322,60
402261,1,.0039,71,3,.0244,65,2,.0378,28
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,2,.01,71,1,.01,65
402265,5,.02,78,1,.01,65,3,.03,65
402266,1,.01,71,0,0,0,1,.03,60
402267,0,0,0,0,0,0,4,.0617,56
402268,0,0,0,0,0,0,0,0,0
402260,4,.0217,78,7,.0378,78,4,.0517,60
402261,2,.0094,78,3,.0172,71,4,.0739,29
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.02,78,2,.05,78
402265,8,.04,78,7,.04,71,5,.09,60
402266,1,.01,78,0,0,0,1,.01,56
402267,0,0,0,0,0,0,4,.0461,56
402268,0,0,0,0,0,0,0,0,0
402260,6,.0311,78,5,.0394,71,1,.2578,2
402261,1,.0056,78,2,.0117,71,2,.0528,20
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,54,1,0,0
402265,6,.03,86,5,.03,78,3,.04,71
402266,0,0,0,0,0,0,1,.03,71
402267,0,0,0,0,0,0,2,.0089,65
402268,0,0,0,0,0,0,0,0,0
402260,4,.0272,78,8,.0494,71,3,.0839,19
402261,1,.0061,71,2,.0522,71,2,.0389,28
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,3,.02,71,1,0,0
402265,7,.04,78,6,.03,78,3,.03,65
402266,0,0,0,0,0,0,3,.03,65
402267,0,0,0,0,0,0,5,.0744,56
402268,0,0,0,0,0,0,0,0,0
402260,9,.045,86,5,.0289,78,3,.3778,56
402261,1,.0044,71,1,.005,65,1,.0061,89
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,1,.03,71,4,.09,71
402265,5,.03,78,6,.04,71,1,0,71
402266,2,.01,65,0,0,0,1,.01,86
402267,0,0,0,0,0,0,2,.0261,56
402268,0,0,0,0,0,0,0,0,0
402260,6,.0283,78,5,.0267,71,3,.1128,14
402261,1,.0056,78,0,0,0,1,.0083,65
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,1,.01,60,1,.02,27
402265,4,.02,78,2,.01,71,1,.02,86
402266,2,.01,71,0,0,0,5,.1,60
402267,0,0,0,0,0,0,7,.08,52
402268,0,0,0,0,0,0,0,0,0
402260,4,.0183,78,5,.0267,71,1,.3933,1
402261,0,0,0,1,.005,60,3,.05,32
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.08,60,1,.02,65
402265,13,.08,71,11,.08,65,4,.05,65
402266,2,.01,71,0,0,0,2,.03,56
402267,0,0,0,0,0,0,6,.0883,52
402268,0,0,0,0,0,0,0,0,0
402260,7,.0417,78,3,.0183,78,3,.1156,56
402261,0,0,0,4,.0478,65,2,.0178,61
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,1,.01,78,1,.01,109
402265,6,.03,78,5,.03,65,3,.03,56
402266,0,0,0,0,0,0,3,.08,56
402267,0,0,0,0,0,0,8,.1283,56
402268,0,0,0,0,0,0,0,0,0
402260,10,.0578,78,5,.0317,71,4,.2828,60
402261,1,.0078,78,4,.0256,60,2,.015,72
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,1,.01,54
402265,6,.03,78,7,.04,78,5,.06,60
402266,3,.02,78,0,0,0,1,.04,60
402267,0,0,0,0,0,0,3,.0533,56
402268,0,0,0,0,0,0,0,0,0
402260,8,.1072,86,4,.0228,65,8,.4539,56
402261,0,0,0,2,.0306,65,4,.0672,32
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,1,.02,27
402265,6,.04,78,9,.06,65,5,.09,60
402266,0,0,0,0,0,0,3,.04,52
402267,0,0,0,0,0,0,3,.0172,65
402268,0,0,0,0,0,0,0,0,0
402260,4,.0228,86,7,.0567,71,1,.0278,52
402261,1,.005,65,1,.0044,60,1,.0061,89
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,3,.04,60,1,.02,27
402265,7,.05,78,7,.04,78,2,.03,60
402266,0,0,0,0,0,0,1,.03,71
402267,0,0,0,0,0,0,2,.045,65
402268,0,0,0,0,0,0,0,0,0
402260,12,.0789,78,8,.1028,65,5,.0978,56
402261,1,.0061,78,4,.0206,71,2,.0283,38
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,2,.01,65,1,.01,54
402265,12,.0694,78,4,.03,71,4,.06,65
402266,0,0,0,0,0,0,2,.03,56
402267,0,0,0,0,0,0,5,.065,60
402268,0,0,0,0,0,0,0,0,0
402260,6,.0361,78,8,.045,71,3,.1094,56
402261,1,.0039,86,1,.0039,139,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,6,.08,60,1,.03,78
402265,5,.03,78,6,.04,71,3,.01,65
402266,2,.01,65,0,0,0,0,.03,0
402267,0,0,0,0,0,0,5,.0756,56
402268,0,0,0,0,0,0,0,0,0
402260,12,.0739,78,6,.0567,71,1,.2067,2
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,2,.01,65,1,.01,65
402265,8,.05,71,8,.08,71,2,.05,21
402266,1,.01,56,0,0,0,4,.08,60
402267,0,0,0,0,0,0,3,.0467,60
402268,0,0,0,0,0,0,0,0,0
402260,5,.0294,78,7,.05,78,3,.2372,52
402261,1,.0044,96,3,.0194,71,2,.0117,93
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,4,.02,78,3,.02,78
402265,7,.04,78,3,.02,71,4,.06,60
402266,1,0,71,0,0,0,1,.01,56
402267,0,0,0,0,0,0,3,.0433,60
402268,0,0,0,0,0,0,0,0,0
402260,12,.0717,71,5,.0789,65,2,.0472,56
402261,1,.005,78,1,.0044,71,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,7,.05,78,8,.05,78,4,.06,65
402266,2,.01,86,0,0,0,5,.06,65
402267,0,0,0,0,0,0,4,.0628,71
402268,0,0,0,0,0,0,0,0,0
402260,4,.0239,78,8,.0589,78,3,.0706,56
402261,1,.0056,78,2,.0106,78,2,.0539,20
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,1,.01,71,0,0,0
402265,5,.03,78,6,.04,71,2,.02,86
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,5,.065,60
402268,0,0,0,0,0,0,0,0,0
402260,10,.0672,78,9,.0594,71,2,.0506,21
402261,2,.0106,78,3,.0178,71,1,.0261,20
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,3,.02,71,1,.01,71
402265,9,.06,78,5,.08,65,3,.05,65
402266,1,.01,71,0,0,0,0,0,0
402267,0,0,0,0,0,0,2,.0117,56
402268,0,0,0,0,0,0,0,0,0
402260,6,.0333,78,5,.0317,71,0,0,0
402261,1,.005,78,1,.0194,71,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,0,0,0
402265,11,.06,78,11,.09,78,4,.08,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,6,.11,60
402268,0,0,0,0,0,0,0,0,0
402260,10,.0644,78,3,.0644,65,5,.25,60
402261,1,.0039,78,4,.0172,60,3,.0244,67
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,2,.01,71,2,.05,86
402265,11,.06,78,11,.09,78,4,.08,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,2,.0311,60
402268,0,0,0,0,0,0,0,0,0
402260,22,.1278,78,12,.0706,71,4,.2156,56
402261,2,.0083,96,2,.0144,71,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,2,.01,78,2,.02,65
402265,3,.01,86,5,.03,71,2,.05,65
402266,1,.01,86,0,0,0,1,.03,30
402267,0,0,0,0,0,0,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,6,.0322,78,4,.0289,71,2,.0339,32
402261,1,.005,78,3,.0156,60,2,.0394,27
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,4,.02,78,1,.01,54
402265,5,.03,78,8,.05,78,2,.03,78
402266,2,.01,86,0,0,0,1,.02,60
402267,0,0,0,0,0,0,5,.0339,65
402268,0,0,0,0,0,0,0,0,0
402260,6,.0328,78,8,.0839,71,4,.6156,60
402261,5,.0339,78,3,.0156,65,1,.0044,123
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,2,.01,78,2,.02,54
402265,5,.03,78,8,.05,78,2,.03,78
402266,2,.01,86,0,0,0,1,.02,60
402267,0,0,0,0,0,0,2,.0311,71
402268,0,0,0,0,0,0,0,0,0
402260,6,.0378,86,5,.0283,78,1,.3689,1
402261,2,.0106,78,1,.0133,71,2,.0144,75
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,1,.01,65
402265,11,.06,78,10,.0694,71,1,.01,60
402266,1,.01,86,0,0,0,3,.03,56
402267,0,0,0,0,0,0,5,.1094,60
402268,0,0,0,0,0,0,0,0,0
402260,10,.06,78,7,.0544,71,1,.7767,60
402261,1,.0056,71,2,.0122,71,2,.0389,28
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,4,.03,65,4,.0694,65
402265,8,.05,78,6,.05,78,1,.01,78
402266,0,0,0,0,0,0,1,.01,56
402267,0,0,0,0,0,0,2,.02,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,3,.02,81,3,.02,71,1,.01,86
402265,8,.04,78,7,.04,78,4,.06,65
402266,2,.01,71,0,0,0,4,.0694,56
402267,0,0,0,0,0,0,4,.1089,60
402268,0,0,0,0,0,0,0,0,0
402260,7,.0461,78,7,.0456,78,0,0,0
402261,3,.0156,86,2,.0094,71,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.02,71,2,.02,78
402265,7,.06,78,6,.08,71,3,.09,65
402266,3,.02,71,0,0,0,1,.01,71
402267,0,0,0,0,0,0,6,.1278,56
402268,0,0,0,0,0,0,0,0,0
402260,13,.07,78,8,.0728,71,5,.0722,86
402261,1,.0078,71,3,.025,71,1,.0211,25
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,3,.02,65,1,.03,65
402265,6,.04,78,4,.02,78,4,.08,60
402266,0,0,0,0,0,0,2,.02,65
402267,0,0,0,0,0,0,3,.0489,60
402268,0,0,0,0,0,0,0,0,0
402260,4,.0222,78,2,.0161,78,0,.0267,0
402261,2,.0111,71,5,.0589,71,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,1,.01,78,0,0,0
402265,4,.03,78,6,.04,71,2,.05,65
402266,1,.01,78,0,0,0,2,.0694,49
402267,0,0,0,0,0,0,8,.0933,60
402268,0,0,0,0,0,0,0,0,0
402260,7,.075,71,6,.1233,65,6,.5333,65
402261,1,.0039,71,1,.0061,65,3,.0339,48
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,1,.01,71,1,0,65
402265,8,.04,78,8,.06,71,7,.11,60
402266,1,0,78,0,0,0,0,0,0
402267,0,0,0,0,0,0,3,.0433,60
402268,0,0,0,0,0,0,0,0,0
402260,6,.0361,78,5,.0344,71,3,.2694,6
402261,5,.0261,78,2,.0144,65,4,.0356,61
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,3,.03,71,2,.03,86
402265,5,.03,86,5,.03,71,4,.05,65
402266,2,.01,78,0,0,0,1,.01,52
402267,0,0,0,0,0,0,6,.0878,65
402268,0,0,0,0,0,0,0,0,0
402260,8,.0428,78,7,.0417,78,4,.0789,65
402261,1,.0033,71,1,.0067,81,1,.0261,20
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,3,.02,81,4,.05,71,2,.02,65
402265,2,.01,78,6,.04,78,4,.03,71
402266,2,.01,71,0,0,0,2,.03,71
402267,0,0,0,0,0,0,3,.0256,60
402268,0,0,0,0,0,0,0,0,0
402260,5,.0289,78,7,.0406,71,5,.1072,56
402261,2,.0117,96,4,.0233,71,1,.0061,89
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,5,.03,90,2,.02,60,2,.03,65
402265,4,.02,86,1,0,78,1,0,71
402266,4,.02,78,0,0,0,4,.04,60
402267,0,0,0,0,0,0,1,.0167,65
402268,0,0,0,0,0,0,0,0,0
402260,5,.035,86,8,.0433,78,2,.0444,60
402261,0,0,0,1,.005,71,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,3,.02,65,1,0,0
402265,4,.02,86,1,0,78,1,0,71
402266,4,.02,78,0,0,0,4,.04,60
402267,0,0,0,0,0,0,5,.0256,71
402268,0,0,0,0,0,0,0,0,0
402260,5,.0256,86,5,.0478,71,2,.0406,26
402261,2,.0083,78,2,.0111,71,1,.02,27
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,5,.03,78,2,.02,65
402265,9,.06,78,6,.04,71,3,.03,78
402266,2,.01,78,0,0,0,2,.01,65
402267,0,0,0,0,0,0,3,.0539,71
402268,0,0,0,0,0,0,0,0,0
402260,4,.0233,78,4,.0233,78,0,0,0
402261,1,.0067,78,1,.0061,71,1,.0106,51
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,13,.08,78,8,.06,78,4,.06,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,9,.0989,56
402268,0,0,0,0,0,0,0,0,0
402260,12,.0744,78,6,.0406,71,3,.385,60
402261,3,.0167,71,3,.0178,65,1,.0311,17
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,2,.01,78,0,0,0
402265,13,.08,78,8,.06,78,4,.06,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,5,.0878,52
402268,0,0,0,0,0,0,0,0,0
402260,7,.0422,78,2,.03,71,3,.2561,78
402261,0,0,0,3,.0167,71,1,.0028,194
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,2,.02,71,2,.05,65
402265,14,.1,71,11,.1,65,4,.08,65
402266,2,.01,78,0,0,0,1,0,71
402267,0,0,0,0,0,0,2,.0517,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,2,.01,65,1,0,60
402265,6,.25,78,5,.03,71,5,.09,60
402266,2,.01,78,0,0,0,1,.02,27
402267,0,0,0,0,0,0,7,.0772,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,4,.05,71,1,0,96
402265,7,.04,78,4,.03,71,4,.08,65
402266,1,0,78,0,0,0,1,.03,86
402267,0,0,0,0,0,0,7,.0617,60
402268,0,0,0,0,0,0,0,0,0
402260,12,.0689,78,7,.0467,71,3,.5411,3
402261,1,.0044,65,1,.0078,56,4,.0572,38
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,3,.02,71,0,0,0
402265,7,.04,78,4,.03,71,4,.08,65
402266,1,0,78,0,0,0,1,.03,86
402267,0,0,0,0,0,0,7,.0944,56
402268,0,0,0,0,0,0,0,0,0
402260,13,.0717,78,8,.0617,71,4,.0683,60
402261,1,.0061,71,3,.0294,65,4,.0811,26
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,2,.02,71,2,.05,71
402265,13,.08,78,6,.05,78,7,.1,60
402266,1,0,78,0,0,0,0,0,0
402267,0,0,0,0,0,0,4,.0722,60
402268,0,0,0,0,0,0,0,0,0
402260,9,.0561,86,5,.04,78,1,.0239,60
402261,1,.005,78,5,.025,78,4,.0406,53
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,.01,54,2,.01,60,2,.04,71
402265,7,.04,78,5,.03,78,2,.02,96
402266,2,.01,78,0,0,0,2,.06,56
402267,0,0,0,0,0,0,2,.0294,65
402268,0,0,0,0,0,0,0,0,0
402260,10,.0572,78,5,.075,71,6,.1083,56
402261,1,.005,78,2,.0117,71,1,.005,109
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,1,0,0,3,.04,65,3,.03,71
402265,9,.06,78,8,.0694,71,2,.04,65
402266,1,.01,78,0,0,0,2,.04,60
402267,0,0,0,0,0,0,8,.1239,60
402268,0,0,0,0,0,0,0,0,0
402260,9,.0511,78,7,.0494,71,2,.0689,15
402261,4,.0222,78,3,.0222,71,4,.0861,25
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,2,.01,109,2,.03,71,2,.05,86
402265,7,.04,71,4,.03,71,3,.09,65
402266,2,.01,71,0,0,0,7,.08,52
402267,0,0,0,0,0,0,5,.085,60
402268,0,0,0,0,0,0,0,0,0
402260,13,.0761,78,6,.0367,71,3,.0922,60
402261,2,.0117,78,2,.0111,71,2,.0206,52
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,4,.02,109,6,.04,71,3,.03,86
402265,7,.04,78,6,.04,71,6,.06,60
402266,1,0,71,0,0,0,1,.03,60
402267,0,0,0,0,0,0,4,.0567,60
402268,0,0,0,0,0,0,0,0,0
402260,6,.0328,78,4,.0328,71,0,0,0
402261,0,0,0,2,.0094,71,1,.0228,23
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,5,.03,71,0,0,0
402265,8,.04,78,7,.04,71,4,.08,65
402266,6,.03,78,0,0,0,7,.1,56
402267,0,0,0,0,0,0,5,.0328,60
402268,0,0,0,0,0,0,0,0,0
402260,8,.0472,78,10,.0911,71,5,.1306,56
402261,1,.0044,78,2,.0083,71,3,.0306,53
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,3,.02,81,3,.02,71,2,.05,71
402265,9,.05,78,7,.04,78,2,.01,71
402266,0,0,0,0,0,0,2,.01,65
402267,0,0,0,0,0,0,9,.1361,60
402268,0,0,0,0,0,0,0,0,0
402260,10,.0544,86,5,.0339,71,5,.5072,60
